OBJECTID,SchoolCode,OrganizationId,High School,Label,ESDCode,ESDNum,ESDName,LEACode,LEAName,LowestGrade,HighestGrade,LowGrade_Int,HighGrade_Int,OrgCategoryList,AYPCode,AYPCodeDescription,GradeCategory,PhysicalAddress,MailingAddress,PrincipalName,Email,Phone,Latitude,Longitude,County,CongressionalDistrict,LegislativeDistrict
5164,3309,102816,Windsor Elementary,,32801,101,Educational Service District 101,32360,Cheney School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"5504 W HALLETT RD, SPOKANE, Washington, 99224-5625","5504 W HALLETT RD, SPOKANE, Washington, 99224-5625",Vince  Songaylo,vsongaylo@cheneysd.org,509.559.4201,47.5953410000001,-117.490461,Spokane,5,6
5165,3581,101136,Wing Luke Elementary School,,17801,121,Puget Sound Educational Service District 121,17001,Seattle Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"3701 S KENYON ST, SEATTLE, Washington, 98118-4252","3701 S KENYON ST, SEATTLE, Washington, 98118-4252",Carol  Mendoza,cdmendoza@seattleschools.org,206.252.7630,47.530731067,-122.284926889,King,9,37
5166,3597,101839,Winlock Senior High,,34801,113,Capital Region ESD 113,21232,Winlock School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"241 NORTH MILITARY ROAD, WINLOCK, Washington, 98596-0000","241 NORTH MILITARY ROAD, WINLOCK, Washington, 98596-0000",Brian   Maley,bmaley@winlock.wednet.edu,360.785.3537,46.490282,-122.892147,Lewis,3,20
5167,2290,101838,Winlock Miller Elementary,,34801,113,Capital Region ESD 113,21232,Winlock School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"405 NW BENTON, WINLOCK, Washington, 98596-0000","405 NW BENTON, WINLOCK, Washington, 98596-0000",Boyd  Calder,bcalder@winlock.wednet.edu,360.785.3516,46.49285,-122.940919999,Lewis,3,20
5168,3375,100907,Wishkah Valley Elementary/High School,,34801,113,Capital Region ESD 113,14117,Wishkah Valley School District,K,12,0,12," Public School, Regular School",P,Public School,K-12,"4640 Wishkah Rd., Aberdeen, Washington, 98520-9626","4640 Wishkah Rd., Aberdeen, Washington, 98520-9626",Shannon  Patterson,spatterson@wishkah.org,360.532.3128,47.1174456050001,-123.77099322,Grays Harbor,6,24
5169,3500,102237,Thomas Middle School,,17801,121,Puget Sound Educational Service District 121,27400,Clover Park School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"14920 Spring ST, Lakewood, Washington, 98439-1129","14920 Spring ST, Lakewood, Washington, 98439-1129",Rebecca  Sprague,rsprague@cloverpark.k12.wa.us,253.583.5460,47.1529566400001,-122.566882129,Pierce,10,28
5170,3749,101642,Woodin Elementary,,17801,121,Puget Sound Educational Service District 121,17417,Northshore School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"12950 NE 195 ST, Bothell, Washington, 98011-2537","12950 NE 195 ST, Bothell, Washington, 98011-2537",Dawn  Bowers,dbowers@nsd.org,425.408.5400,47.7682520000001,-122.16759,King,1,1
5171,4208,101652,Woodinville HS,,17801,121,Puget Sound Educational Service District 121,17417,Northshore School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"19819 136 NE, Woodinville, Washington, 98072-8775","19819 136 NE, Woodinville, Washington, 98072-8775",Kurt  Criscione,kcriscione@nsd.org,425.408.7400,47.771372,-122.161948,King,1,45
5172,4122,102936,Woodland Elementary,,34801,113,Capital Region ESD 113,34003,North Thurston Public Schools,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"4630 Carpenter Rd SE, Lacey, Washington, 98503-4499","4630 Carpenter Rd SE, Lacey, Washington, 98503-4499",Casey  Crawford,ccrawford1@nthurston.k12.wa.us,360.412.4680,47.005589,-122.778583001,Thurston,10,22
5173,2519,102045,Woodland Elementary,,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,K,6,0,6," Public School, Regular School",P,Public School,Elementary School,"7707 112th St E, Puyallup, Washington, 98373-4794","7707 112th St E, Puyallup, Washington, 98373-4794",Kari  Helling,HelliKJ@puyallup.k12.wa.us,253.841.8747,47.155651,-122.325465,Pierce,10,25
5174,3546,100698,Woodland High School,,6801,112,Educational Service District 112,8404,Woodland School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1500 Dike Access Road, Woodland, Washington, 98674","1500 Dike Access Road, Woodland, Washington, 98674",Phillip  pearson,pearsonp@woodlandschools.org,360.841.2805,45.929606414,-122.764306823,Cowlitz,3,20
5175,4135,101731,Woodlands Elementary,,18801,114,Olympic Educational Service District 114,18401,Central Kitsap School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"7420 CENTRAL VALLEY RD NE, BREMERTON, Washington, 98311-0000","7420 Central Valley Rd NE, BREMERTON, Washington, 98311",Amy  Archuleta,amya@cksd.wednet.edu,360.662.9700,47.629827,-122.647746,Kitsap,6,23
5176,3328,101190,Woodmont K-8 School,,17801,121,Puget Sound Educational Service District 121,17210,Federal Way School District,K,8,0,8," Public School, Regular School",P,Public School,Other,"26454 16TH AV S, DES MOINES, Washington, 98198-9325","26454 16TH AV S, DES MOINES, Washington, 98198-9325",Shawn  Kocher,skocher@fwps.org,253.945.4500,47.3632620000001,-122.312226,King,9,33
5177,4377,101657,Woodmoor Elementary,,17801,121,Puget Sound Educational Service District 121,17417,Northshore School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"12225 NE 160, Bothell, Washington, 98011-4167","12225 NE 160, Bothell, Washington, 98011-4167",Ebony  Harvey,eharvey@nsd.org,425.408.5600,47.7412200000001,-122.176243,King,1,1
5178,3167,101363,Woodridge Elementary,,17801,121,Puget Sound Educational Service District 121,17405,Bellevue School District,K,5,0,5," Public School, Regular School",P,Public School,Elementary School,"12619 SE 20th Place, Bellevue, Washington, 98005-4646","12619 SE 20th Place, Bellevue, Washington, 98005-4646",Nicole  Hepworth,hepworthn@bsd405.org,425.456.6200,47.592229,-122.172855999,King,9,41
5179,4192,102744,Woodridge Elementary,,32801,101,Educational Service District 101,32081,Spokane School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"5100 W Shawnee Ave, Spokane, Washington, 99208-8651","5100 W Shawnee Ave, Spokane, Washington, 99208-8651",Lisa  Henderson,LisaHe@SpokaneSchools.org,509.354.4588,47.746182,-117.482627,Spokane,5,6
5180,4125,102458,Woodside Elementary,,29801,189,Northwest Educational Service District 189,31002,Everett School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"17000 23rd Ave. SE, Bothell, Washington, 98012-6498","17000 23rd Ave. SE, Bothell, Washington, 98012-6498",Betty   Cobbs,bcobbs@everettsd.org,425.385.7800,47.8432940000001,-122.203857,Snohomish,1,44
5181,4051,100608,Wyeast Middle School,,6801,112,Educational Service District 112,6114,Evergreen School District (Clark),6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1112 SE 136th Avenue, Vancouver, Washington, 98683-7014","1112 SE 136th Avenue, Vancouver, Washington, 98683-7014",Kate  DeWein,Kate.DeWein@evergreenps.org,360.604.6400,45.6129980000001,-122.534258,Clark,3,17
5182,2910,100636,Yacolt Primary,,6801,112,Educational Service District 112,6119,Battle Ground School District,PK,4,-1,4," Public School, Regular School",P,Public School,Elementary School,"406 W YACOLT RD, YACOLT, Washington, 98675-0000","406 W YACOLT RD, YACOLT, Washington, 98675-0000",Lynnell L Tsugawa-Murray,murray.lynn@battlegroundps.org,360.885.6000,45.8673660000001,-122.411482,Clark,3,18
5183,3513,100696,Yale Elementary,,6801,112,Educational Service District 112,8404,Woodland School District,K,4,0,4," Public School, Regular School",P,Public School,Elementary School,"11842 Lewis River Road, Ariel, Washington, 98603-9743","11842 Lewis River Road, Ariel, Washington, 98603-9743",Malinda  Huddleston,huddlesm@woodlandschools.org,360.841.2756,45.9959880000001,-122.380583,Cowlitz,3,20
5184,1627,102913,Yelm Extension School,,34801,113,Capital Region ESD 113,34002,Yelm School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"107 First St. N, Yelm, Washington, 98597-7682","PO Box 476, Yelm, Washington, 98597-0476",LAURA  CONKLIN,LAURA_CONKLIN@YCS.WEDNET.EDU,360.458.7777,46.9424670000001,-122.605746001,Thurston,10,2
5185,2633,102916,Yelm High School 12,,34801,113,Capital Region ESD 113,34002,Yelm School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1315 Yelm Ave. W, Yelm, Washington, 98597-8612","PO Box 476, Yelm, Washington, 98597-0476",JOHN  JOHNSON,JOHN_JOHNSON@YCS.WEDNET.EDU,360.458.7777,46.950567,-122.624383,Thurston,10,2
5186,2481,102915,Yelm Middle School,,34801,113,Capital Region ESD 113,34002,Yelm School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"402 Yelm Ave. W, Yelm, Washington, 98597-7678","PO Box 476, Yelm, Washington, 98597-0476",STEPHEN  ROOD,STEPHEN_ROOD@YCS.WEDNET.EDU,360.458.3600,46.944892,-122.609038,Thurston,10,2
5187,4224,102918,Yelm Prairie Elementary,,34801,113,Capital Region ESD 113,34002,Yelm School District,PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"16535 110th Ave. SE, Yelm, Washington, 98597-9638","PO BOX 476, Yelm, Washington, 98597-9638",Debbie  McLaren,deborah_mclaren@ycs.wednet.edu,360.458.3700,46.9261700000001,-122.588368,Thurston,10,2
5188,4579,103840,York Elementary School,,6801,112,Educational Service District 112,6114,Evergreen School District (Clark),PK,5,-1,5," Public School, Regular School",P,Public School,Elementary School,"9301 NE 152nd Avenue, Vancouver, Washington, 98682-2744","9301 NE 152nd Avenue, Vancouver, Washington, 98682-2744",Dawn  Harris,Dawn.Harris@evergreenps.org,360.604.3975,45.689715,-122.515295,Clark,3,17
5189,4496,102070,Zeiger Elementary,,17801,121,Puget Sound Educational Service District 121,27003,Puyallup School District,PK,6,-1,6," Public School, Regular School",P,Public School,Elementary School,"13008 94th Ave E, Puyallup, Washington, 98373-5536","13008 94th Ave E, Puyallup, Washington, 98373-5536",Anthony  Corrado,CorraAP@puyallup.k12.wa.us,253.841.8663,47.1386120000001,-122.305401,Pierce,10,25
5190,2240,103267,Zillah High School,,39801,105,Educational Service District 105,39205,Zillah School District,9,12,9,12," Public School, Regular School",P,Public School,High School,"1602 Second Avenue, Zillah, Washington, 98953-9682","1602 Second Avenue, Zillah, Washington, 98953-9682",Mike  Torres,mike.torres@zillahschools.org,509.829.5565,46.4005950000001,-120.244956,Yakima,4,15
5191,4221,103271,Zillah Intermediate School,,39801,105,Educational Service District 105,39205,Zillah School District,3,5,3,5," Public School, Regular School",P,Public School,Elementary School,"303 Second Avenue, Zillah, Washington, 98953-9543","303 Second Avenue, Zillah, Washington, 98953-9543",Paula  Dasso,paula.dasso@zillahschools.org,509.829.5555,46.404459,-120.264953,Yakima,4,15
5192,4481,103272,Zillah Middle School,,39801,105,Educational Service District 105,39205,Zillah School District,6,8,6,8," Public School, Regular School",P,Public School,Middle School,"1301 Cutler Way, Zillah, Washington, 98953-9119","1301 Cutler Way, Zillah, Washington, 98953-9119",Jeff  Charbonneau,jeff.charbonneau@zillahschools.org,509.829.5511,46.4122570000001,-120.274393001,Yakima,4,15
5193,3857,100869,Harbor Junior/Senior High School,,34801,113,Capital Region ESD 113,14005,Aberdeen School District,7,12,7,12," Public School, Regular School",P,Public School,Other,"300 N. Williams St., Aberdeen, Washington, 98520-5510","300 N. Williams St., Aberdeen, Washington, 98520-5510",Lisa  Griebel,lgriebel@asd5.org,360.538.2180,46.9727120000001,-123.831688,Grays Harbor,6,19
5194,5176,104953,Cap Sante High School,,29801,189,Northwest Educational Service District 189,29103,Anacortes School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"1600 20th Street, Anacortes, Washington, 98221","1600 20th Street, Anacortes, Washington, 98221",Kecia  Fox,kfox@asd103.org,360.503.1303,48.508473,-122.622020999,Skagit,2,40
5195,2277,102562,Arlington Special Educ School,,29801,189,Northwest Educational Service District 189,31016,Arlington School District,PK,12,-1,12, Public School,P,Public School,PK-12,"315 N French Ave, Arlington, Washington, 98223","315 N French Ave, Arlington, Washington, 98223",Dave  McKellar,dmckellar@asd.wednet.edu,360.618.6209,48.195535582,-122.122529725,Snohomish,2,39
5196,1714,102560,Stillaguamish Valley Learning Center,,29801,189,Northwest Educational Service District 189,31016,Arlington School District,K,8,0,8," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"1215 E 5th, Arlington, Washington, 98223-1317","1215 E 5th, Arlington, Washington, 98223-1118",Andrea  Dixon-Hundredmark,ahundredmark@asd.wednet.edu,360.618.6440,48.194356,-122.114005,Snohomish,2,39
5197,2434,100353,Asotin Jr Sr High,,11801,123,Educational Service District 123,2420,Asotin-Anatone School District,6,12,6,12," Public School, Regular School",P,Public School,Other,"215 SECOND STREET, ASOTIN, Washington, 99402-0000","PO BOX 489, ASOTIN, Washington, 99402-0000",  ,,,46.340146706,-117.052168518,Asotin,5,9
5198,1915,103852,Special Ed School,,17801,121,Puget Sound Educational Service District 121,17408,Auburn School District,PK,12,-1,12," Public School, Special Education School",S,Special Education School,PK-12,"502 4TH ST NE, AUBURN, Washington, 98002-5020","502 4TH ST NE, AUBURN, Washington, 98002-5020",Tami  Petrina,tpetrina@auburn.wednet.edu,253.931.4927,47.3106589340001,-122.222732678,King,8,31
5199,1939,103862,Bainbridge Special Education Services,,17801,121,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,PK,12,-1,12," Public School, Special Education School",S,Special Education School,PK-12,"8489 Madison Ave NE, Bainbridge Island, Washington, 98110-2999","8489 Madison Ave NE, Bainbridge Island, Washington, 98110-2999",Diane  Leonetti,dleonetti@bisd303.org,206.780.1069,47.6387608380001,-122.52173918,Kitsap,6,23
5200,1935,103831,Eagle Harbor High School,,17801,121,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,9,12,9,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,High School,"9530 NE High School Rd, Bainbridge Island, Washington, 98110-0000","9530 NE High School Rd, Bainbridge Island, Washington, 98110-0000",Tricia  Corsetti,tcorsetti@bisd303.org,206.780.1397,47.636688,-122.521655999,Kitsap,6,23
5201,1841,101689,Mosaic Home Education Partnership,,17801,121,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,K,8,0,8," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"9530 NE High School Rd, Bainbridge Island, Washington, 98110-0000","9530 NE High School Rd, Bainbridge Island, Washington, 98110-0000",Tricia  Corsetti,tcorsetti@bisd303.org,206.780.1397,47.636688,-122.521655999,Kitsap,6,23
5202,4505,101695,Woodward Middle School,,17801,121,Puget Sound Educational Service District 121,18303,Bainbridge Island School District,7,8,7,8," Public School, Regular School",P,Public School,Middle School,"9100 NE Sportsman Club Rd, Bainbridge Island, Washington, 98110-3640","9100 NE Sportsman Club Rd, Bainbridge Island, Washington, 98110-3640",Sebastian  Ziz,sziz@bisd303.org,206.780.4500,47.645276343,-122.529162274,Kitsap,6,23
5203,1836,100632,CAM Academy,,6801,112,Educational Service District 112,6119,Battle Ground School District,3,12,3,12," Alternative School, Public School",A,Alternative School w/ > 50% From Within District,Other,"715 NW ONSDORFF BLVD., BATTLE GROUND, Washington, 98604-0000","PO Box 200, BATTLE GROUND, Washington, 98604-0200",Ryan  Cowl,cowl.ryan@battlegroundps.org,360.885.6803,45.790304,-122.545410999,Clark,3,18
