Org Name,School Code,Org Type,Function,Contact Name,Address 1,Address 2,Town,State,Zip,Phone,Fax,Grade
Blue Hills Regional Vocational Technical: Blue Hills Regional Vocational Technical,8060605,Public School,Principal,Geoff Zini,800 Randolph Street,,Canton,MA,2021,781-828-5800,781-828-3872,"09,10,11,12"
Boston: Adams Elementary School,350302,Public School,Principal,Joanna McKeigue Cruz,165 Webster Street,,East Boston,MA,2128,617-635-8383,617-635-7822,"PK,K,01,02,03,04,05,06"
Boston: Alighieri Dante Montessori School,350066,Public School,Principal,Jessica Gorham,37 Gove Street,,East Boston,MA,2128,617-635-8529,617-635-7691,"PK,K,01,02,03,04,05,06"
Boston: Another Course To College,350541,Public School,Principal,Michele Pellam,612 Metropolitan Av,,Hyde Park,MA,2136,617-635-8865,617-635-8866,"09,10,11,12"
Boston: Baldwin Early Learning Pilot Academy,350003,Public School,Principal,Min-jen Taylor,121 Corey Road,,Brighton,MA,2135,617-635-8409,617-635-9544,"PK,K,01"
Boston: Bates Elementary School,350278,Public School,Principal,Rodolfo Morales,426 Beech Street,,Roslindale,MA,2131,617-635-8064,617-635-8068,"PK,K,01,02,03,04,05"
Boston: Beethoven Elementary School,350021,Public School,Principal,Edward Puliafico,5125 Washington Street,,West Roxbury,MA,2132,617-635-8149,617-635-8155,"PK,K,01,02"
Boston: Blackstone Elementary School,350390,Public School,Principal,Shammah Daniels,380 Shawmut Avenue,,Boston,MA,2118,617-635-8471,617-635-7975,"PK,K,01,02,03,04,05"
Boston: Boston Adult Tech Academy,350548,Public School,Principal,Benjamin Helfat,20 Church St,,Back Bay,MA,2116,617-635-1542,617-635-6362,"11,12"
Boston: Boston Arts Academy,350546,Public School,Principal,Anne Clark,11 Charles Street,,Boston,MA,2122,617-635-6470,617-635-8854,"09,10,11,12"
Boston: Boston Collaborative High School,350755,Public School,Principal,Sherri Neasman,215 Dorchester St,,South Boston,MA,2127,617-635-8035,617-635-6821,"09,10,11,12"
Boston: Boston Community Leadership Academy,350558,Public School,Principal,Ondrea Johnston,655 Metropolitan Ave,,Hyde Park,MA,2136,617-635-8937,617-635-8942,"07,08,09,10,11,12"
Boston: Boston International High School & Newcomers Academy,350507,Public School,Principal,Thomas King,100 Maxwell St,,Dorchester,MA,2124,617-635-9373,617-635-8224,"09,10,11,12"
Boston: Boston Latin Academy,350545,Public School,Principal,Gavin Smith,205 Townsend Street,,Dorchester,MA,2121,617-635-9957,617-635-6696,"07,08,09,10,11,12"
Boston: Boston Latin School,350560,Public School,Principal,Rachel Skerritt,78 Avenue Louis Pasteur,,Boston,MA,2115,617-635-8895,617-635-7883,"07,08,09,10,11,12"
Boston: Boston Teachers Union K-8 Pilot,350012,Public School,Principal,Lauren Clarke-Mason,25 Walk Hill Street,,Jamaica Plain,MA,2130,617-635-7717,617-635-6982,"PK,K,01,02,03,04,05,06,07,08"
Boston: Bradley Elementary School,350215,Public School,Principal,Claire Carney,110 Beachview Road,,East Boston,MA,2128,617-635-8422,617-635-6927,"PK,K,01,02,03,04,05,06"
Boston: Brighton High School,350505,Public School,Principal,Andrew Bott,25 Warren Street,,Brighton,MA,2135,617-635-9873,617-635-9892,"09,10,11,12"
Boston: Burke High School,350525,Public School,Principal,Amilcar Silva,60 Washington Street,,Dorchester,MA,2121,617-635-9837,617-635-9852,"09,10,11,12"
Boston: Carter School,350036,Public School,Principal,Mark O'connor,396 Northampton Street,,Boston,MA,2118,617-635-9832,617-635-7935,"07,08,09,10,11,12"
Boston: Channing Elementary School,350360,Public School,Principal,Carline Pignato,35 Sunnyside Street,,Hyde Park,MA,2136,617-635-8722,617-635-8564,"PK,K,01,02,03,04,05,06"
Boston: Charlestown High School,350515,Public School,Principal,Joel Stembridge,240 Medford Street,,Charlestown,MA,2129,617-635-9914,617-635-9928,"07,08,09,10,11,12"
Boston: Chittick Elementary School,350154,Public School,Principal,Michelle Burnett-Herndon,154 Ruskindale Road,,Mattapan,MA,2126,617-635-8652,617-635-6925,"PK,K,01,02,03,04,05"
Boston: Clap Elementary School,350298,Public School,Principal,Emma Fialka-Feldman,35 Harvest Street,,Dorchester,MA,2125,617-635-8672,617-635-6389,"PK,K,01,02,03,04,05,06"
Boston: Community Academy,350518,Public School,Principal,Sonie Felix,25 Glen Road,,Jamaica Plain,MA,2130,617-635-8950,617-635-7731,"09,10,11,12"
Boston: Community Academy of Science and Health,350581,Public School,Principal,Robin Lee,11 Charles Street,,Dorchester,MA,2122,617-635-8950,617-635-8948,"09,10,11,12"
Boston: Condon K-8 School,350146,Public School,Principal,Robert Chisholm,200 D Street,,South Boston,MA,2127,617-635-8608,617-635-8611,"PK,K,01,02,03,04,05,06,07,08"
Boston: Conley Elementary School,350122,Public School,Principal,Jennifer Eddington,450 Poplar Street,,Roslindale,MA,2131,617-635-8099,617-635-6417,"PK,K,01,02,03,04,05,06"
Boston: Curley K-8 School,350020,Public School,Principal,Katherine Grassa,493 Centre St.,,Jamaica Plain,MA,2130,617-635-8176,617-635-8184,"PK,K,01,02,03,04,05,06,07,08"
Boston: Dearborn 6-12 STEM Academy,350074,Public School,Principal,Darlene Marcano,36 Winthrop St,,Roxbury,MA,2119,617-635-8412,617-635-8419,"06,07,08,09,10,11,12"
Boston: Dever Elementary School,350268,Public School,Principal,Margaret Reardon,325 Mt Vernon Street,,Dorchester,MA,2125,617-635-8694,617-635-8097,"PK,K,01,02,03,04,05,06"
Boston: East Boston Early Education Center,350009,Public School,Principal,Rhiannon Varmette,135 Grove Street,,East Boston,MA,2128,617-635-6456,617-635-8864,"PK,K,01"
Boston: East Boston High School,350530,Public School,Principal,Phillip Brangiforte,86 White Street,,East Boston,MA,2128,617-635-9896,617-635-9726,"07,09,10,11,12"
Boston: Edison K-8 School,350375,Public School,Principal,Kimberley Williams,60 Glenmont Road,,Brighton,MA,2135,617-635-8436,617-635-8446,"PK,K,01,02,03,04,05,06,07,08"
Boston: Eliot K-8 Innovation School,350096,Public School,Principal,Traci Griffith,16 Charter Street,,Boston,MA,2113,617-635-8545,617-635-8550,"PK,K,01,02,03,04,05,06,07,08"
Boston: Ellis Elementary School,350072,Public School,Principal,Lemuel Ivy,302 Walnut Avenue,,Roxbury,MA,2119,617-635-8257,617-635-8262,"PK,K,01,02,03,04,05"
Boston: Ellison-Parks Early Education School,350008,Public School,Principal,Benjamin Rockoff,108 Babson Street,,Mattapan,MA,2126,617-635-7680,617-635-6491,"PK,K,01,02,03"
Boston: English High School,350535,Public School,Principal,Caitlin Murphy,144 McBride Street,,Jamaica Plain,MA,2130,617-635-8979,617-635-8988,"09,10,11,12"
Boston: Everett Elementary School,350088,Public School,Principal,Karen Cahill,71 Pleasant Street,,Dorchester,MA,2125,617-635-8778,617-635-8780,"PK,K,01,02,03,04,05,06"
Boston: Excel High School,350522,Public School,Principal,Jerleen John,95 G. Street,South Boston Education Complex,South Boston,MA,2127,617-635-9870,617-635-9711,"09,10,11,12"
Boston: Fenway High School,350540,Public School,Principal,Geoffrey Walker,67 Alleghany St,,Roxbury,MA,2120,617-635-9911,617-635-9204,"09,10,11,12"
Boston: Frederick Pilot Middle School,350383,Public School,Principal,Pauline Lugira,270 Columbia Road,,Dorchester,MA,2121,617-635-1650,617-635-1637,"06,07,08"
Boston: Gardner Pilot Academy,350326,Public School,Principal,Erica Herman,30 Athol Street,,Allston,MA,2134,617-635-8365,617-635-7812,"PK,K,01,02,03,04,05,06,07,08"
Boston: Greater Egleston High School,350543,Public School,Principal,Kevin Brill,80 School St,,Roxbury,MA,2119,617-635-6429,617-635-6469,"09,10,11,12"
Boston: Greenwood Sarah K-8 School,350308,Public School,Principal,Camila Hernandez,189 Glenway Street,,Dorchester,MA,2121,617-635-8710,617-635-8713,"PK,K,01,02,03,04,05,06,07,08"
Boston: Grew Elementary School,350135,Public School,Principal,Michelle Simon,40 Gordon Avenue,,Hyde Park,MA,2136,617-635-8715,617-635-8718,"PK,K,01,02,03,04,05"
Boston: Guild Elementary School,350062,Public School,Principal,Karen McCarthy,195 Leyden Street,,East Boston,MA,2128,617-635-8523,617-635-8526,"PK,K,01,02,03,04,05,06"
Boston: Hale Elementary School,350243,Public School,Principal,Candice Whitmore,51 Cedar Street,,Roxbury,MA,2119,617-635-8205,617-635-8558,"PK,K,01,02,03,04,05,06"
Boston: Haley Pilot School,350077,Public School,Principal,Kathleen Sullivan,570 American Legion Highway,,Roslindale,MA,2131,617-635-8169,617-635-8173,"PK,K,01,02,03,04,05,06,07,08"
Boston: Harvard-Kent Elementary School,350200,Public School,Principal,Jason Gallagher,50 Bunker Hill Street,,Charlestown,MA,2129,617-635-8358,617-635-8364,"PK,K,01,02,03,04,05,06"
Boston: Haynes Early Education Center,350010,Public School,Principal,Donette Wilson-Wood,263 Blue Hill Avenue,,Roxbury,MA,2119,617-635-6446,617-635-9795,"PK,K,01"
Boston: Henderson K-12 Inclusion School Lower,350266,Public School,Principal,Patricia Lampron,1669 Dorchester Avenue,,Dorchester,MA,2122,617-635-8725,617-635-8728,"PK,K,01"
Boston: Henderson K-12 Inclusion School Upper,350426,Public School,Principal,Patricia Lampron,18 Croftland Av,,Dorchester,MA,2124,617-635-6365,617-635-6367,"02,03,04,05,06,07,08,09,10,11,12"
Boston: Hennigan K-8 School,350153,Public School,Principal,Tanya Woodard,200 Heath Street,,Jamaica Plain,MA,2130,617-635-8264,617-635-8271,"K,01,02,03,04,05,06,07,08"
Boston: Hernandez K-8 School,350691,Public School,Principal,Carolina Brito,61 School Street,,Roxbury,MA,2119,617-635-8187,617-635-8190,"PK,K,01,02,03,04,05,06,07,08"
Boston: Higginson Inclusion K0-2 School,350015,Public School,Principal,Karla Jenkins,160 Harrishof Street,,Roxbury,MA,2119,617-635-8247,617-635-8252,"PK,K,01,02"
Boston: Higginson-Lewis K-8 School,350377,Public School,Principal,Darlene Ratliff,131 Walnut Avenue,,Roxbury,MA,2119,617-635-8137,617-635-8252,"03,04,05,06,07,08"
Boston: Holmes Elementary School,350138,Public School,Principal,Edverette Brewster,40 School Street,,Dorchester,MA,2124,617-635-8681,617-635-8685,"PK,K,01,02,03,04,05"
Boston: Horace Mann School for the Deaf Hard of Hearing,350750,Public School,Principal,Michelle Eisan-Smith,40 Armington Street,,Allston,MA,2134,617-635-8534,617-635-6379,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12"
Boston: Hurley K-8 School,350182,Public School,Principal,Bethy Verano,70 Worcester Street,,Boston,MA,2118,617-635-8489,617-635-6868,"PK,K,01,02,03,04,05,06,07,08"
Boston: Irving Middle School,350445,Public School,Principal,Jomila Smith,105 Cummins Highway,,Roslindale,MA,2131,617-635-8072,617-635-9363,"06,07,08"
Boston: Jackson-Mann K-8 School,350013,Public School,Principal,Elvis Henriquez,40 Armington Street,,Allston,MA,2134,617-635-8532,617-635-6379,"PK,K,01,02,03,04,05,06,07,08"
Boston: Kennedy John F Elementary School,350166,Public School,Principal,Christine Copeland,7 Bolster Street,,Jamaica Plain,MA,2130,617-635-8127,617-635-8130,"PK,K,01,02,03,04,05"
Boston: Kennedy Patrick J Elementary School,350264,Public School,Principal,Kristen Goncalves,343 Saratoga Street,,East Boston,MA,2128,617-635-8466,617-635-8469,"PK,K,01,02,03,04,05,06"
Boston: Kenny Elementary School,350328,Public School,Principal,Daniel Mckoy,19 Oakton Avenue,,Dorchester,MA,2122,617-635-8789,617-635-8791,"PK,K,01,02,03,04,05,06"
Boston: Kilmer K-8 School,350190,Public School,Principal,Joseph Foley,35 Baker Street,,West Roxbury,MA,2132,617-635-8060,617-635-8063,"PK,K,01,02,03,04,05,06,07,08"
Boston: King K-8 School,350376,Public School,Principal,Grace Coleman,77 Lawrence Avenue,,Dorchester,MA,2121,617-635-8212,617-635-9356,"PK,K,01,02,03,04,05,06,07,08"
Boston: Lee Academy,350001,Public School,Principal,Alexandre Chery,25 Dunbar Avenue,,Dorchester,MA,2124,617-635-8618,617-635-8621,"PK,K,01,02,03"
Boston: Lee K-8 School,350183,Public School,Principal,Kimberly Curtis,155 Talbot Avenue,,Dorchester,MA,2124,617-635-8687,617-635-8692,"PK,K,01,02,03,04,05,06,07,08"
Boston: Lyndon K-8 School,350262,Public School,Principal,Kathleen Tunney,20 Mt. Vernon Street,,West Roxbury,MA,2132,617-635-6824,617-635-6828,"PK,K,01,02,03,04,05,06,07,08"
Boston: Lyon High School,350655,Public School,Principal,Jean-Dominique Herve Anoh,95 Beechcroft Street,,Brighton,MA,2135,617-635-8351,617-635-8353,"09,10,11,12"
Boston: Lyon K-8 School,350004,Public School,Principal,Jean-Dominique Herve Anoh,50 Beechcroft Street,,Brighton,MA,2135,617-635-7945,617-635-7949,"K,01,02,03,04,05,06,07,08"
Boston: Madison Park Technical Vocational High School,350537,Public School,Principal,Sidney Brown,75 Malcolm X Blvd,,Roxbury,MA,2120,617-635-8970,617-635-9831,"09,10,11,12"
Boston: Manning Elementary School,350184,Public School,Principal,Lori Clements,130 Louders Lane,,Jamaica Plain,MA,2130,617-635-8102,617-635-9348,"PK,K,01,02,03,04,05,06"
Boston: Margarita Muniz Academy,350549,Public School,Principal,Dania Vazquez,20 Child Street,,Boston,MA,2130,617-470-6907,--,"09,10,11,12"
Boston: Mario Umana Academy,350656,Public School,Principal,Christina Michel,312 Border Street,,East Boston,MA,2128,617-635-8481,617-635-9545,"PK,K,01,02,03,04,05,06,07,08"
Boston: Mason Elementary School,350304,Public School,Principal,Carolyn Allston,150 Norfolk Avenue,,Roxbury,MA,2119,617-635-8405,617-635-8406,"PK,K,01,02,03,04,05"
Boston: Mather Elementary School,350227,Public School,Principal,Hai Son,1 Parish Street,,Dorchester,MA,2122,617-635-8757,617-635-8762,"PK,K,01,02,03,04,05"
Boston: Mattahunt Elementary School,350016,Public School,Principal,Walter Henderson,123 Alabama St,,Mattapan,MA,2126,617-635-8792,617-635-8799,"PK,K,01,02,03,04,05"
Boston: McKay K-8 School,350080,Public School,Principal,Jordan Weymer,122 Cottage Street,,East Boston,MA,2128,617-635-8510,617-635-8515,"PK,K,01,02,03,04,05,06,07,08"
Boston: McKinley Schools,350363,Public School,Principal,Cindie Neilson,90 Warren Avenue,,Boston,MA,2116,617-635-9976,617-635-9985,"PK,K,01,02,03,04,05,06,07,08,09,10,11,12"
Boston: Mendell Elementary School,350100,Public School,Principal,Julia Bott,164 School Street,,Roxbury,MA,2119,617-635-8234,617-635-8238,"PK,K,01,02,03,04,05"
Boston: Mildred Avenue K-8 School,350378,Public School,Principal,Andrew Rollins,5 Mildred Avenue,,Mattapan,MA,2126,617-635-1642,617-635-1641,"PK,K,01,02,03,04,05,06,07,08"
Boston: Mission Hill K-8 School,350382,Public School,Principal,Valerie Lowe-barehmi,20 Child Street,,Jamaica Plain,MA,2130,617-635-8189,617-635-7835,"PK,K,01,02,03,04,05,06,07,08"
Boston: Mozart Elementary School,350237,Public School,Principal,Michael Baulier,236 Beech Street,,Roslindale,MA,2131,617-635-8082,617-635-8087,"PK,K,01,02,03,04,05"
Boston: Murphy K-8 School,350240,Public School,Principal,Courtney Sheppeck,1 Worrell Street,,Dorchester,MA,2122,617-635-8781,617-635-8787,"PK,K,01,02,03,04,05,06,07,08"
Boston: New Mission High School,350542,Public School,Principal,William Thomas,655 Metropolitan Ave,,Hyde Park,MA,2136,617-635-6437,617-635-6332,"07,08,09,10,11,12"
Boston: O'Bryant School of Math & Science,350575,Public School,Principal,Tanya Freeman-Wisdom,55 Malcolm X Blvd,,Roxbury,MA,2120,617-635-9932,617-635-7769,"07,08,09,10,11,12"
Boston: O'Donnell Elementary School,350141,Public School,Principal,Emily Berman,33 Trenton Street,,East Boston,MA,2128,617-635-8454,617-635-8459,"PK,K,01,02,03,04,05,06"
Boston: Ohrenberger School,350258,Public School,Principal,John Travis,175 West Boundary Road,,West Roxbury,MA,2132,617-635-8157,617-635-8163,"03,04,05,06,07,08"
Boston: Orchard Gardens K-8 School,350257,Public School,Principal,Lauren Murdock,906 Albany Street,,Roxbury,MA,2119,617-635-1656,617-635-1634,"PK,K,01,02,03,04,05,06,07,08"
Boston: Otis Elementary School,350156,Public School,Principal,Paula Cerqueira-Goncalve,218 Marion Street,,East Boston,MA,2128,617-635-8372,617-635-8376,"PK,K,01,02,03,04,05,06"
Boston: Perkins Elementary School,350231,Public School,Principal,Heela Roshan,50 Burke Street,,South Boston,MA,2127,617-635-8601,617-635-9774,"PK,K,01,02,03,04,05,06"
Boston: Perry K-8 School,350255,Public School,Principal,Michael Macchi,745 E. 7th Street,,South Boston,MA,2127,617-635-8840,617-635-6387,"PK,K,01,02,03,04,05,06"
Boston: Philbrick Elementary School,350172,Public School,Principal,Danladi Bobbitt,40 Philbrick Street,,Roslindale,MA,2131,617-635-8069,617-635-7927,"PK,K,01,02,03,04,05"
Boston: Quincy Elementary School,350286,Public School,Principal,Cynthia Soo hoo,885 Washington Street,,Boston,MA,2111,617-635-8497,617-635-7778,"PK,K,01,02,03,04,05"
Boston: Quincy Upper School,350565,Public School,Principal,Richard Chang,152 Arlington Street,,Boston,MA,2116,617-635-8940,617-635-1524,"06,07,08,09,10,11,12"
Boston: Roosevelt K-8 School,350116,Public School,Principal,Bannet Steele,95 Needham Road,,Hyde Park,MA,2136,617-635-8676,617-635-8679,"PK,K,01,02,03,04,05,06,07,08"
Boston: Russell Elementary School,350366,Public School,Principal,Derrick Ciesla,750 Columbia Road,,Dorchester,MA,2125,617-635-8803,617-635-9768,"PK,K,01,02,03,04,05"
Boston: Shaw Elementary School,350014,Public School,Principal,Ashley Davis,429 Norfolk Street,,Dorchester,MA,2124,617-635-8777,617-635-8721,"PK,K,01,02,03"
Boston: Snowden International High School,350690,Public School,Principal,Raquel Martinez,150 Newbury Street,,Boston,MA,2116,617-635-9989,617-635-9996,"09,10,11,12"
Boston: Sumner Elementary School,350052,Public School,Principal,Meghan Welch,15 Basile Street,,Roslindale,MA,2131,617-635-8131,617-635-8136,"PK,K,01,02,03,04,05"
Boston: Taylor Elementary School,350054,Public School,Principal,Jennifer Marks,1060 Morton Street,,Mattapan,MA,2126,617-635-8731,617-635-6877,"PK,K,01,02,03,04,05"
Boston: TechBoston Academy,350657,Public School,Principal,Nora Vernazza,9 Peacevale Road,,Dorchester,MA,2124,617-635-1615,617-635-1622,"06,07,08,09,10,11,12"
Boston: Timilty Middle School,350485,Public School,Principal,Marvin Gutierrez,205 Roxbury Street,,Roxbury,MA,2119,617-635-8109,617-635-8115,"06,07,08"
Boston: Tobin K-8 School,350229,Public School,Principal,Natasha Halfkenny,40 Smith St,,Roxbury,MA,2120,617-635-8393,617-635-7900,"PK,K,01,02,03,04,05,06,07,08"
Boston: Trotter K-8 School,350370,Public School,Principal,Sarita Thomas,135 Humboldt Avenue,,Dorchester,MA,2121,617-635-8225,617-635-7915,"PK,K,01,02,03,04,05,06,07,08"
Boston: Tynan Elementary School,350181,Public School,Principal,Leslie Gant,650 E. Fourth Street,,South Boston,MA,2127,617-635-8641,617-635-9758,"PK,K,01,02,03,04,05,06"
Boston: UP Academy Holland,350167,Public School,Principal,Victoria Thompson,85 Olney Street,,Dorchester,MA,2121,617-635-8832,857-220-3023,"PK,K,01,02,03,04,05"
Boston: Warren-Prescott K-8 School,350346,Public School,Principal,Michele Davis,50 School Street,,Charlestown,MA,2129,617-635-8346,617-635-9454,"PK,K,01,02,03,04,05,06,07,08"
Boston: West Zone Early Learning Center,350006,Public School,Principal,Stacia Lemond,200 Heath Street,,Jamaica Plain,MA,2130,617-635-8275,617-635-9370,"PK,K,01"
